charger_id,source_row,station_name,owner,city,district,address,facility_major,facility_minor,connector_label,dc_combo_present,ac_slow_label,nameplate_power_kw,power_share_label,weekday_open_min,weekday_close_min,weekend_open_min,weekend_close_min,opening_hours_source,access_note,access_restriction_recorded,seoul_boundary,connector_or_power_conflict,pv5_connector_candidate,model_candidate_after_data_checks,lat,lon,charging_operator,billed_krw_per_kwh,vehicle_entry_verified,current_operational_status,review_reason,source_file
seoul_owned_50동부캠퍼스_1,2,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_2,3,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_3,4,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_4,5,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_5,6,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_6,7,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_7,8,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_8,9,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_9,10,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_10,11,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_11,12,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_12,13,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,DC콤보,True,False,100,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_50동부캠퍼스_13,14,50동부캠퍼스,서울시,서울특별시,광진구,서울특별시 광진구 능동로3길 66-12 50 동부캠퍼스,공공시설,지자체시설,DC콤보,True,False,100,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_AI 체육센터_1,15,AI 체육센터,서울시,서울특별시,서초구,서울특별시 서초구 태봉로 108 AI 체육센터,공공시설,주민센터,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_AI 체육센터_2,16,AI 체육센터,서울시,서울특별시,서초구,서울특별시 서초구 태봉로 108 AI 체육센터,공공시설,주민센터,DC콤보,True,False,100,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_SK허브수 인근 거주자우선주차장_1,17,SK허브수 인근 거주자우선주차장,서울시,서울특별시,구로구,"서울특별시 구로구 구일로10길 27 (구로동, SK허브수) 지상1층 A동 앞 노상공영주차장",주차시설,공영주차장,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_SK허브수 인근 거주자우선주차장_2,18,SK허브수 인근 거주자우선주차장,서울시,서울특별시,구로구,"서울특별시 구로구 구일로10길 27 (구로동, SK허브수) 지상1층 A동 앞 노상공영주차장",주차시설,공영주차장,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_가산 공영주차장_1,19,가산 공영주차장,서울시,서울특별시,금천구,"서울특별시 금천구 시흥대로153길 53 (가산동, 가산공영주차장) 지상 3층 옥상 진입로 왼쪽 10M",주차시설,공영주차장,DC콤보,True,False,50,단독,480,1140,540,1080,"주중 08:00~19:00, 주말 09:00~18:00",,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남구 압구정 나들목 앞 가로등형 충전기_1,20,강남구 압구정 나들목 앞 가로등형 충전기,서울시,서울특별시,강남구,서울특별시 강남구 압구정로 321 (서울특별시 강남구 선릉로189길 2 전기차충전소),주차시설,일반주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남구 압구정 나들목 앞 가로등형 충전기_2,21,강남구 압구정 나들목 앞 가로등형 충전기,서울시,서울특별시,강남구,서울특별시 강남구 압구정로 321 (서울특별시 강남구 선릉로189길 2 전기차충전소),주차시설,일반주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남운전면허시험장_1,22,강남운전면허시험장,서울시,서울특별시,강남구,서울특별시 강남구 테헤란로114길 23 주차장 출구 인근,공공시설,공공기관,DC콤보,True,False,50,단독,540,1080,,,평일 09:00~18:00,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남주민편익시설_1,23,강남주민편익시설,서울시,서울특별시,강남구,서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남주민편익시설_2,24,강남주민편익시설,서울시,서울특별시,강남구,서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남주민편익시설_3,25,강남주민편익시설,서울시,서울특별시,강남구,서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강남주민편익시설_4,26,강남주민편익시설,서울시,서울특별시,강남구,서울특별시 강남구 남부순환로 3318 강남주민편익시설 입구,공공시설,지자체시설,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동구청_1,27,강동구청,서울시,서울특별시,강동구,서울시 강동구 성내로 25,공공시설,관공서,DC콤보,True,False,100,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동구청_2,28,강동구청,서울시,서울특별시,강동구,서울시 강동구 성내로 25,공공시설,관공서,DC콤보,True,False,100,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동구청 제2구민체육센터_1,29,강동구청 제2구민체육센터,서울시,서울특별시,강동구,서울시 강동구 강일동 665-4,공공시설,지자체시설,DC콤보,True,False,100,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동구청 제2구민체육센터_2,30,강동구청 제2구민체육센터,서울시,서울특별시,강동구,서울시 강동구 강일동 665-4,공공시설,지자체시설,DC콤보,True,False,100,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동구청 제2구민체육센터_3,31,강동구청 제2구민체육센터,서울시,서울특별시,강동구,서울시 강동구 강일동 665-4,공공시설,지자체시설,DC콤보,True,False,100,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동문화재단_1,32,강동문화재단,서울시,서울특별시,강동구,서울특별시 강동구 동남로 870 강동아트센터,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동문화재단_2,33,강동문화재단,서울시,서울특별시,강동구,서울특별시 강동구 동남로 870 강동아트센터,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_강동문화재단_3,34,강동문화재단,서울시,서울특별시,강동구,서울특별시 강동구 동남로 870 강동아트센터,공공시설,지자체시설,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개봉1동 노외공영주차장_1,35,개봉1동 노외공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 경인로33길 51 노외공영주차장,주차시설,공영주차장,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개봉1동 노외공영주차장_2,36,개봉1동 노외공영주차장,서울시,서울특별시,구로구,서울특별시 구로구 경인로33길 51 노외공영주차장,주차시설,공영주차장,AC완속,False,True,7,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,AC완속 물리 커넥터 규격·현장 진입 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_1,37,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,50,단독,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_2,38,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,200,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_3,39,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,200,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_4,40,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,200,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_5,41,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,200,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
seoul_owned_개화산역 공영주차장_6,42,개화산역 공영주차장,서울시,서울특별시,강서구,"서울특별시 강서구 양천로 22 (방화동, 개화산역 공영주차장) 지상1층 진입로 직진 10M",주차시설,공영주차장,DC콤보,True,False,100,동시,0,1440,0,1440,24시간 이용가능,,False,True,False,True,True,,,,,,,DC콤보 후보. 현장 진입·가용성·요금·좌표 확인 필요,01_raw_data/charging/서울시 소유 전기차 충전소 정보.csv
